EOS #,n0[fm^-3],Lambda_0[M_N],gamma[1],a[GeV],b[GeV]
00036,0.49060859100237014,5.055561814251395,1,0.005891480459193401,0.02647679625127673
00037,1.1776433793638077,8.95372291129375,1,0.023964832158161465,0.01298826551579207
00038,0.8802073978007607,0.28152166215861885,1,0.035039909651062656,0.017407154666801143
00039,2.456838672873156,1.9833415612420773,1,0.004108259318374085,0.01444336625582327
00040,2.6856825397956094,10.184674979352314,1,0.016024416895129342,0.013237396813062713
00041,0.6899361864756364,7.800252295053956,1,0.002692871062141204,0.03522039334621383
00042,0.43317855396604055,10.100705107494445,1,0.014164859647700038,0.02301415315432765
00043,2.3155303603024655,4.106609691198614,1,0.0334586544606129,0.035873246624571614
00044,2.7510376149659352,4.570863524826605,1,0.029965203352508588,0.01521329625076065
00045,2.926034756351644,0.3255751130930626,1,0.021658047808022936,0.038892978557967625
00046,0.9904782813731496,5.089057854626292,1,0.010687907512741616,0.022602182678431317
00047,0.6202318427143402,6.144939893517185,1,0.0319316787658738,0.029138033818159267
00048,2.217599800573007,10.445892981344658,1,0.017761676754338537,0.0036011963410130204
00049,2.041488991125718,4.153889210112162,1,0.01358168614126368,0.0072689413433964754
00050,1.094367409962368,3.7414455102908715,1,0.0024756130329357763,0.009817342379384886
00051,0.5717695908885538,3.5740953730539777,1,0.03439657265759845,0.018646978669302663
00052,0.9955014030786997,9.905123675655862,1,0.01194424483236361,0.03523038251003498
00053,2.9228373565070487,6.739011630555422,1,0.030558292722320232,0.027925439181670668
00055,2.002479024538236,0.8699901582124405,1,0.013022000305600105,0.013275948631920316
00056,1.1267668612785977,7.960086071859655,1,0.017708188534510515,0.03446832776339507
00057,0.640665240237568,6.990545686516965,1,0.028457210122174666,0.03173001159335539
00059,2.7658827573071494,3.8667301391628564,1,0.028364535454632907,0.015820788313324417
00060,2.232382962804104,0.25843910592790076,1,0.01919019302265158,0.03470050579109182
00061,1.8638667315424307,1.8977759098978197,1,0.026599966284200804,0.03925880747360878
00062,1.3421950835977234,3.2290773726978603,1,0.028195454213327736,0.022619294425262074
00063,3.0062961836629274,7.097723736963388,1,0.012983663733625498,0.005686559860459534
00064,2.5754411695274566,3.210409827421366,1,0.0370758046053783,0.025901828355566377
00065,1.1369271278581463,0.10806941908387824,1,0.00902028022135076,0.03913559895008657
00066,1.4321458174570234,7.486625753034019,1,0.0053044392055494275,0.02629825403091444
00067,2.607498675176349,2.31203100336649,1,0.010832787343222794,0.0033362571465870485
00069,3.1510834065118307,5.156973162468301,1,0.039920653544933155,0.021306222584678125
00070,0.508239902530899,0.4285883111879103,1,0.00794815425435785,0.025920947993134037
00071,2.597134936858838,7.195947549120571,1,0.03970778751062288,0.0053690780851534965
00072,0.9958650112211518,8.099956802733844,1,0.01537281946108551,0.010293761242836673
00073,3.109704849525988,3.2404666288055552,1,0.0025757584856912815,0.0324405443348888
00074,1.2836630075422915,3.7589364301521284,1,0.025684192345304276,0.00921959898702689
00075,1.949156465897776,5.483114295242448,1,0.03435304904850181,0.027131619979231667
00076,1.031760549251963,0.7225558500064704,1,0.024359431076145382,0.03284689034183195
00077,3.0570855540837325,2.911515285468681,1,0.0077195810378988105,0.006236946008210549
00078,0.37630926715993496,1.620797927835648,1,0.02594289140816283,0.03134880003980926
00079,3.009087620443751,10.54826324479865,1,0.038792457777631476,0.024039697618426354
00080,2.8577933992495126,7.912658167988216,1,0.01249017766683453,0.015074661283795704
00081,1.3403192768861922,0.9269646185624885,1,0.024469993295371133,0.002163516518120593
00082,1.0806896884937376,2.0926273535241435,1,0.03076360238513999,0.031989264660454375
00083,2.0740611821011723,5.142485740324624,1,0.027163277006047207,0.02563582176943814
00084,1.6595333449574503,5.8596768729293895,1,0.017201620049195922,0.03308865963790394
00085,0.4035574711396565,5.4826784750829,1,0.011118614436640854,0.018573604613461255
00086,1.0824816117864724,1.6408093945880164,1,0.018175152569769384,0.028097313782075896
00087,1.1007451793061225,8.981771853539122,1,0.028773901584018574,0.0067615746622060515
00089,2.1663371849873245,3.2802955407065433,1,0.009402195796624768,0.009765543031994181
00090,1.36992613771155,9.168196939675617,1,0.0024465364170061467,0.02732388586363644
00091,2.869613362151539,8.192107153675037,1,0.02168605970677586,0.023133526229990202
00092,2.2837137241873187,1.1672383706305491,1,0.026684459003724504,0.030249056293887015
00093,1.2870837946598455,0.9031737588524108,1,0.013651125788479133,0.03338608532061006
00094,1.0354053960792087,9.273924552065285,1,0.01478973285757788,0.025278803070282702
00095,0.4978741745089957,8.60017475087335,1,0.01842730622183043,0.004078249283187415
00096,1.8402638421582842,1.2606281732527942,1,0.03362554858273629,0.027131988703490397
00097,1.0473711930845573,7.784128731959237,1,0.033097742853711476,0.03762040949529325
00098,1.5613341391385291,4.4529814481732055,1,0.005671181366929274,0.036194889474186746
00099,2.620927923665862,8.324721869500662,1,0.022771044209851033,0.03901268234036104
00100,1.9856162094184655,6.147003138173434,1,0.019935958484681687,0.010488992100178559
00101,0.5459850334076082,8.463252976151818,1,0.025569312760125862,0.007518944796531859
00102,1.5399402165542313,10.260350309167817,1,0.0327855205557869,0.028166930675125487
00103,1.4082354884855948,5.0488064451702215,1,0.030537906448481568,0.013828622598735978
00104,2.9785980016482463,1.1722922863531213,1,0.03761265089498659,0.034140729090356675
00105,2.762184385760309,0.9450663078879232,1,0.02813830373257821,0.005679611423808321
00107,2.8186334277120557,7.919396296827967,1,0.025045320828547553,0.010155164359695653
00108,2.931516502539991,6.87827344635855,1,0.0330118593002162,0.0024027259206010182
00110,0.7368949575880147,4.918478778661783,1,0.0021956617557396868,0.030798330589322152
00111,3.1146081509654926,1.0933716728100593,1,0.034794325555475056,0.023052603966398456
00112,2.2547327245424724,5.84888880451967,1,0.03490449225307939,0.022266118041364434
00113,1.8231490427455408,7.952438930087501,1,0.024138411395107962,0.03866712693953018
00114,0.8524735681071772,8.310519822935817,1,0.02455540100945101,0.019410151834378227
00115,0.32905397923164337,5.776196895104449,1,0.01989223094134177,0.027262239347111764
00116,1.8491704283375798,5.7168548565347095,1,0.016994268464577612,0.035074530906804936
00117,0.36654020700695356,9.07843001475737,1,0.0032239745989540904,0.02555861355821075
00118,2.4065352949901273,9.482561065187092,1,0.0205395349112742,0.007609421590413312
00119,1.3982253069790413,5.414942806039605,1,0.02537011794200535,0.008997109383298594
00120,0.5704509137253693,5.254381011072806,1,0.026541962959670495,0.03397833828613964
00121,1.8145259738067814,5.135275194441965,1,0.015191932226294514,0.017442231052130427
00122,1.9606835042097837,6.163838116821261,1,0.025879550343852142,0.033257540974485404
00123,1.6323901525406301,1.7043646949926217,1,0.017851955934559776,0.005959770344768632
00124,2.9341767145266546,7.647379844133395,1,0.006729446113235192,0.02173965579943962
00125,2.0184067046873246,3.404297150057551,1,0.011881734906490507,0.03176474761822905
00126,0.8800095971986994,2.700168127463473,1,0.022168248450869364,0.013137845780107918
00127,3.189343547277115,1.826224984261864,1,0.012295394817006524,0.011047822966846936
00128,2.28542868956986,1.194981167406831,1,0.027641509883996097,0.004797693627580766
00129,1.273254425217262,5.589295213889281,1,0.025112957458182643,0.03429973497832571
00130,0.6531128006280078,9.798144385442757,1,0.0127615067162222,0.036880814402933684
00131,2.39217074625837,5.0592644231933575,1,0.011091004517607063,0.012865489919432718
00132,1.2729958325452693,4.348979741576958,1,0.018405388961291146,0.007989910697464343
00134,1.5052815523631853,8.917618210783553,1,0.0015834675264196922,0.0032584851487662174
00136,1.1537552724115216,6.29756773727521,1,0.0021302154004312524,0.003255177963768099
00137,1.7018589284431904,8.115723201988867,1,0.017822670967326728,0.0140352296426516
00138,1.1226496644022284,2.9143535913290988,1,0.019445857953547436,0.0024712564393617395
00139,2.417778627393834,8.333480535880197,1,0.017763754169432676,0.0065233503482154485
00140,2.9299853038124866,4.020336018547199,1,0.025170960229681974,0.02291625792831025
00141,1.5950029690235445,6.170776875499559,1,0.007071415718664471,0.018468338294482183
00142,2.832547652642396,3.748119188475612,1,0.03927947198218948,0.03623850965667126
00143,0.32437493674430556,7.383346594886277,1,0.022643907992098384,0.035198018908316475
00145,2.1805471841620565,10.126532707852904,1,0.02092127104084756,0.006097781973678275
00146,1.7181023329330296,9.186381409200397,1,0.02766357734822436,0.029415566495209756
00147,2.191817408110042,9.224873444813754,1,0.016457533634545607,0.021995487384212576
00148,2.173796146620926,1.8449182373885522,1,0.006225689909358859,0.010376638718835075
00149,0.9026412608927215,3.5296548436152504,1,0.022382165549458724,0.0187191470984064
00150,2.09499903275034,0.3488407607606492,1,0.02349556749565949,0.015329213854868708
00151,3.041147543815076,6.487910358123294,1,0.030889033277518203,0.03828921185526574
00152,1.4160990018104076,7.191798343178593,1,0.014633301621692399,0.020116403802579837
00153,2.505987440293732,8.32521731486698,1,0.0015705251776919676,0.005989517329600623
00154,1.6496294486355902,10.612775168418032,1,0.03888225442136003,0.02797204854249925
00155,1.2875692269758947,8.807893600438849,1,0.036591050611089825,0.03518757651871468
00156,3.0901950964799667,8.58768994079677,1,0.014814604190540216,0.027890709450652605
00157,1.5295690706390968,8.356720061504086,1,0.009831552152877617,0.03716795466480405
00158,0.9879846671897932,0.1576114101750364,1,0.011166103649872713,0.03231824276681386
00159,1.8436357765282483,8.449333302846515,1,0.00654449655316793,0.027436038264466802
00160,2.6234032573884387,9.575635761264616,1,0.013993538270833153,0.025713697233099173
00161,1.954227451584454,4.4079099495512475,1,0.00568706189501181,0.026503825508617827
00162,2.7012212495018084,7.027692379920435,1,0.0036122664346560102,0.005368093520298479
00164,2.0493015271663895,5.539878625558558,1,0.03991183726896757,0.004850349130907301
00165,2.0494902459779825,1.9222341372155705,1,0.036209379881511364,0.037449016381478684
00166,0.6836575715889134,5.213736398215893,1,0.0315529414983088,0.03238322097372215
00167,2.7951782226831035,7.568727609535855,1,0.034817084968864716,0.024835463662295505
00168,1.4909853879028054,5.27003738083421,1,0.035087629246685986,0.017204827427993213
00169,0.38668093246136004,1.9110270811401961,1,0.008712285432341298,0.023797919952140242
00170,1.970161906084414,8.264043635844956,1,0.021991636213151224,0.031636094344597195
00171,1.3431683495766158,5.91962742483256,1,0.004801349456539576,0.021606029008416846
00172,2.011160659552002,2.0982238519385135,1,0.02730760496981724,0.02527839601506289
00173,2.144412521371447,6.367204205178284,1,0.009150651029397045,0.02552186903674294
00174,0.48328203796894187,7.752930473547513,1,0.02554222391262221,0.012708236934879531
00175,2.5515350723673245,3.2387112761024355,1,0.01440759307385396,0.026386593004879718
00176,2.3744101210913873,4.203505317178875,1,0.00755296751369345,0.004698193395734599
00177,1.880112927224635,3.000639607993412,1,0.02528050100023972,0.02525787591264386
00178,3.0809657597225675,10.233568460897,1,0.003350651102690859,0.0060728538048994245
00179,1.7464714791425173,3.7808334435332727,1,0.029098625311146764,0.03685149775545114
00180,1.9420183853466741,1.73287764538247,1,0.0266611367808649,0.028570834229441084
00181,2.4191100799240255,0.4492892397713484,1,0.01426628925067673,0.015870490392053776
00182,2.398993091752449,4.919207936705076,1,0.020256808370769694,0.0031410633502339013
00183,2.7288358792304024,6.728421362231068,1,0.01626250302461683,0.0031951639283298006
00184,2.027346058429176,2.370700267126596,1,0.016233483080098053,0.025526101603079485
00186,0.6880999245338413,10.085234053366927,1,0.03834719906497219,0.037959257147777974
00187,0.36024785107846974,5.35891412379493,1,0.01878885682796858,0.0248935613800885
00188,1.1625420658796288,7.340621759183539,1,0.02799253568823361,0.009769057209116841
00190,0.7644809598961254,1.6930603286866397,1,0.007152878723822807,0.027479004428564383
00191,1.5003835869971998,4.423296271656338,1,0.015441550386697566,0.03425673563540065
00192,0.4712705342920691,3.507008580397366,1,0.008570983388210236,0.027699639453424747
00193,0.6938884409061649,3.6884584442120962,1,0.015470626226155394,0.024616969704743318
00194,0.4735245371618691,4.743448004941963,1,0.016563644629068248,0.02836114719805827
00195,2.3081472156872254,0.5372078822321563,1,0.023050995233026957,0.006820842117852829
00196,0.8863704614858315,4.479423163563634,1,0.032612004087460546,0.018908581226333276
00197,2.7666127918243424,6.98134865288669,1,0.021078016056746068,0.01258648228785011
00198,0.3245536340172304,3.312314778512194,1,0.018467755035029055,0.012347591936601282
00199,2.142525650862579,0.18861856272533406,1,0.022287881047138018,0.0034619840762716366
00200,2.1667146068909635,1.095501131213062,1,0.00706168128307093,0.003563462326216224
00201,2.3014416003653206,6.792705694005755,1,0.019174547951736783,0.03774630711151035
00202,0.7319180550293869,6.882165569815399,1,0.00748379001217685,0.03449715410558774
00203,0.5245932636947022,1.596185025163533,1,0.03144097595544509,0.026558422169898233
00204,1.611343592357124,4.367861288182507,1,0.0037838334581271967,0.009764362829799122
00205,1.0787157160753116,9.410468283089973,1,0.035321836474815675,0.03609246133649854
00207,2.321256619305496,9.37331526094026,1,0.02115430052855057,0.033305711776542415
00208,1.151687010033699,4.363540424384312,1,0.036319811666951904,0.03131063736115609
00209,1.7343688241287312,4.746328386581351,1,0.0055031099986501235,0.015430231227867916
00210,2.0020273383461524,6.370503938158698,1,0.03760628426229539,0.023406099648732106
00211,2.52819747792483,9.648845771278243,1,0.005614687422894437,0.023248768543799876
00212,2.9683969313976184,3.6250075297987423,1,0.005666564041979667,0.004793238434634847
00213,3.1062105924104366,9.264918373625301,1,0.028610559644410002,0.025667935430281334
00214,3.1347429309013752,2.7503290765950834,1,0.009379754806963856,0.026327601214907712
00215,1.7723800198527142,1.9496229604246715,1,0.011230107095776654,0.007244131901669396
00216,2.577930800443433,5.952165050524617,1,0.008057722236696449,0.01460226776370901
00217,2.4966502857114556,3.7361163685269365,1,0.020582364495746148,0.025736266439479235
00218,0.9364193670574408,3.060006697318877,1,0.003910279525557187,0.012053690978806106
00219,0.5439537762192624,6.438648328883112,1,0.037633403650230976,0.03472214759771413
00220,1.2481641904261744,6.631882638407737,1,0.029967547673876153,0.012998961239631728
00221,0.6545927634879374,6.949611119940129,1,0.029812839514155885,0.015479686548630968
00222,2.897250057067499,3.7855778967071165,1,0.030888517787944852,0.015039673293208452
00223,2.638415123489329,0.537157422829631,1,0.03129867390781841,0.03641430693895924
00224,1.9211331875117434,8.974277046091578,1,0.011274327351545045,0.03268577915553764
00225,1.4664186440650917,5.838453156246086,1,0.020153516423170974,0.011871382649470663
00226,2.185218524340436,1.258324384281369,1,0.015790325583454716,0.013539562686051568
00228,2.3599417774708416,9.191904274402047,1,0.007846855785673906,0.021137798466498763
00229,0.5293945051596315,1.1085378168363005,1,0.02327593183596185,0.02960033128540368
00230,0.44267955239933515,2.4411924445050524,1,0.029216368856219938,0.015065884038660288
00231,3.0320168626759814,0.5138985210863116,1,0.005426370431876543,0.01922026787343854
00232,3.076128901888308,8.969108701336735,1,0.03815637393352377,0.03823672415173604
00233,1.4838962046507045,5.261023423965792,1,0.005251414920569519,0.03749174466396572
00234,1.970328224956748,5.068440860702967,1,0.02186226362707415,0.036944555134030846
00235,3.1975933244839236,10.001296553989244,1,0.03946296280731405,0.02382560739494754
00236,1.0377897169519144,7.633720347753065,1,0.007641039066607059,0.02082532233207871
00237,2.6508444895677217,9.228099380598918,1,0.009361447954643606,0.025659211150249897
00238,2.5969753913117963,3.0338444390221255,1,0.004843118942224724,0.02262048407459811
00241,2.6294989906098456,8.538135799685149,1,0.004227824361866367,0.03978704470218518
00242,1.883419132167051,8.826814410424285,1,0.03340560057600339,0.03323621994747898
00243,1.7498369098587174,4.4184836877355265,1,0.007784244732229035,0.03397789437923081
00244,1.7631219584160043,5.510245786510738,1,0.03328140812963795,0.02826498479540636
00245,1.1629684451538254,9.774522950306785,1,0.030495345240218984,0.03864806706136767
00246,1.2254640959131886,5.198138628463341,1,0.02637959376432696,0.01169766663589691
00247,0.8844682885906028,3.0832459496923366,1,0.012868149159125984,0.029071246598341625
00248,3.1247754659208256,3.0194928228086666,1,0.003968277295188945,0.02203841260087212
00249,1.9692992265996319,7.584622990942284,1,0.0056160357373168796,0.007751061190001957
00250,0.5063314603549344,10.51255562016751,1,0.013949556081350898,0.010273047278697111
00251,0.9146140844504691,6.873780312440473,1,0.01958573816691173,0.039764144016719086
00252,1.9892389369385512,7.034800583634583,1,0.03261780623578126,0.020099123725881175
00253,2.6899223434237847,5.794862107600038,1,0.016663598865630083,0.001984472874074542
00254,2.8972271029514776,8.811049905807874,1,0.009200286693721497,0.0166879638764956
00255,1.0286747414542063,0.9072362072650033,1,0.014453944474712781,0.03268534891525389
00256,2.8731637885539305,6.089821403482836,1,0.027698072498678606,0.01863198594210826
00257,0.7074271761158926,6.321920856236911,1,0.029480428689707832,0.023725399561066444
00258,2.268907497867051,0.9670379236345659,1,0.003942440349487205,0.01711356779666153
00259,2.1121220315801397,4.127282712421574,1,0.019624413115510005,0.01589883682714228
00260,3.040004938741762,1.4710296527649531,1,0.017139268946385032,0.025689908154397995
00261,2.7546950724589085,3.999159688744546,1,0.038974660854699236,0.028389706399319627
00263,1.4429089086541833,6.419660197557365,1,0.02248725264050071,0.02500672333684186
00264,0.3818679208836157,1.1206251701868488,1,0.012428441257831177,0.010450816352323065
00265,1.6562664255777428,2.4931113536473966,1,0.011475894651445523,0.035032726183191934
00266,2.252664098505273,8.757852474962315,1,0.01724177891501634,0.006402584095863587
00267,1.0878443907499418,6.857673502158663,1,0.01820796438813054,0.008268139622650394
00268,0.8560509581242678,6.611879833557964,1,0.008939591334044329,0.02507387099966721
00269,2.0041352746978904,2.617092767359779,1,0.034913825358328425,0.01585285916941159
00270,2.8920300207818563,10.481065609208693,1,0.03524606688261674,0.02715064917255042
00271,1.3823872774087158,6.16823850754621,1,0.0314738455394164,0.017155097937343277
00272,0.9383606644070582,6.406595769547765,1,0.004597623471294962,0.03258380545593109
00273,3.1840089178661852,3.204997429310863,1,0.024110379039013474,0.011520693180800977
00274,1.8459119624608813,1.5533160613852037,1,0.004056101269254454,0.03366958151216771
00275,2.629536955055266,5.84684237668991,1,0.017630244070297858,0.03348335038928873
00276,2.610103064743824,0.30680731809561695,1,0.022934743752735746,0.002089516603526551
00277,0.44246245908900733,3.2457013366863148,1,0.003252052207441786,0.011049535836463465
00279,0.9004901989743667,3.8185944389414903,1,0.022085677359418146,0.03265907841112126
00280,2.7340170233063454,3.0340978029638896,1,0.0044305987002158645,0.013772215919817159
00281,1.9261476689510237,6.890428488297749,1,0.010157399541841548,0.01872354702615495
00282,0.5763388515911619,4.0096895656248615,1,0.009181561278713479,0.027894614240859244
00283,1.9038799676719869,5.450584402290182,1,0.021853230813390412,0.019146375054240338
00284,0.5064067307288818,4.459486726109107,1,0.008149339909340116,0.022185343947531827
00285,0.8303799017543849,0.11226823225140505,1,0.002684042511039205,0.023104347438502697
00286,0.4753662669197892,0.7426544712218581,1,0.024133366160333788,0.010268407625982775
00287,2.582725162098277,10.106893164101367,1,0.03693434661253938,0.02141104372156957
00288,0.9278906473748377,9.932890176193359,1,0.02834720093294249,0.025041725187006633
00289,1.7749893781287518,0.18384747801741086,1,0.009025740525728314,0.033370977856718435
00290,2.4480574020398285,5.734907649665679,1,0.03710000010028087,0.004836455678729135
00291,1.3860920411166229,2.8067282645188976,1,0.028755760358809345,0.03762378996309009
00292,1.232860722777705,7.058376857683307,1,0.014301962870035214,0.008117477046729125
00293,0.8869738732206952,3.9370297698667005,1,0.011427474957273226,0.015177794988448085
00294,1.0796647974641571,8.925094370459615,1,0.004997885684993245,0.03371976242680732
00298,3.150198333975784,9.181224689803155,1,0.006188633290961424,0.011141895223635994
00300,3.134388728877724,7.2422884861342425,1,0.016823236101076323,0.0049942380318462425
00301,1.5709622953043476,5.831443857425132,1,0.025618365512114136,0.02832205436414757
00302,2.1630233059517723,2.7389139889201526,1,0.03000697632422824,0.030929256189421158
00303,2.826162705277407,10.028346378909566,1,0.027551731573461472,0.029734748082843317
00304,0.5592598458917101,4.195685038164555,1,0.020704963422801828,0.024359501070689387
00305,1.8003100092681623,0.1226764444676237,1,0.021251498355714937,0.0040151124997509415
00306,2.7441723431791627,7.658732663818168,1,0.021074790986781795,0.022370953058710844
00307,1.1979593897702716,5.567079370987308,1,0.021682610428403262,0.006482638231267424
00309,1.9128758264194705,8.64628846128557,1,0.015491679984307605,0.03486580627605127
00310,1.7848510556059445,5.568829156930433,1,0.01814804115928853,0.034631313542832595
00311,2.799838248016564,8.292750467450965,1,0.018650042224235622,0.013940648221526752
00312,1.8063204897974847,2.039264020102534,1,0.033864452478678135,0.01651293913158546
00313,2.7168439808697213,8.703610926473516,1,0.021439148786478388,0.00833637834079074
00314,0.5481891706062735,0.32524436823926073,1,0.026091021077971812,0.01665700067360586
00315,0.8201077048767589,7.094919194383894,1,0.0156281635542025,0.010255011095575464
00316,1.9451026840825294,0.5358971949608011,1,0.0073559408739563275,0.0360995344328442
00317,1.009110513588964,9.90518964751167,1,0.0033790306848269216,0.0023350169148849266
00318,2.708490648426299,5.038259031033002,1,0.025011348751763036,0.030151945613887756
00319,0.37822665506523295,9.25853781181517,1,0.01284331236705517,0.02223668783202991
00321,0.4634573635647,3.2898643085228914,1,0.002405294554439632,0.013043929398207461
00322,2.9084118114023148,5.535721559336489,1,0.009096419063575204,0.034023303517894406
00323,0.9402679220211618,7.3115617947970994,1,0.023043537025902523,0.03647426297664708
00324,2.4924537551318027,4.037948106195205,1,0.021111474265655183,0.010567924755631475
00325,2.6028278186067877,5.156844854132933,1,0.015566125062938398,0.02248103289874883
00326,0.5242628293919089,9.941978523093596,1,0.03934536757712229,0.003273174430015631
00327,2.318212263363881,8.022308591700742,1,0.026144645483605466,0.028959388611634496
00328,0.4777710529898451,3.6230627322246676,1,0.0023889453222648103,0.020100378026274936
00329,1.8420146523572762,8.811098972776499,1,0.03877267399934144,0.004250706592143249
00330,2.772595240348778,2.4185798549356226,1,0.026986183610715798,0.007533448575270142
00331,0.321408219181809,2.6988445379445047,1,0.011946985212078612,0.023951746426808675
00333,0.4565312462986607,4.986713873900031,1,0.039337965151865405,0.03946658515108971
00334,2.0255660715390027,1.0575179835377224,1,0.024734421900552292,0.015239139883391121
00335,2.1732040647754385,10.495170934660633,1,0.02189653504214844,0.0387692268011615
00336,2.2402483009945,5.193231459928155,1,0.01729680911564858,0.02549037498332097
00337,2.1130753676873093,1.776176592279749,1,0.038378726650101336,0.037599389050659696
00338,3.004091378884705,3.2712080776272234,1,0.007982676528953483,0.006100286503481569
00339,2.5365234593710007,5.334775345573538,1,0.01821850433260142,0.005332733148440941
00340,1.8212284663537193,10.194138728803386,1,0.03434902717176264,0.020564558587285096
00341,3.0129872016103776,8.339618599972125,1,0.011634811585132292,0.014640395856952815
00342,2.110789612386161,0.4274187914656677,1,0.03251023109403087,0.026122553126553424
00343,2.7426658948926423,0.45706992691495446,1,0.019200075904072165,0.028582495581019777
00344,1.7831413109618268,7.986957682901989,1,0.010418928705478909,0.027819507502918978
00345,1.2197270301345193,4.192240923545167,1,0.025746866049511416,0.03719098875673664
00346,1.934446841549994,5.073333220410956,1,0.028400985664121355,0.02734077520130421
00347,2.283859389815578,8.77755274476365,1,0.002515481769455398,0.009869623422300628
00348,2.595895285113759,0.48921577615162004,1,0.011225102590515562,0.027184150832181894
00349,0.8809826419877588,7.819896706498057,1,0.018183770405174816,0.01990988944468137
00350,3.1687651033629067,6.4365241683359145,1,0.03017338885757789,0.014227371729347146
00351,2.0548307620615978,4.074596410321833,1,0.008579749599312469,0.0031625522501448015
00352,0.6169592787495136,0.6586820663848367,1,0.024239419516405538,0.033420626438834415
00353,0.8987814036131632,7.613870216034073,1,0.005241926909712867,0.006382472868434429
00354,1.4655423849380196,3.563674057342305,1,0.016927138574078023,0.03810717281123915
00355,0.557693072409316,6.576551276621883,1,0.018925280807076734,0.025318868672701722
00356,2.2880654840449317,5.106898736691065,1,0.014920979706099667,0.013013390080886925
00357,2.859800951249168,4.8532916299480116,1,0.020034257234106522,0.02159672647758904
00358,0.4943642281904414,2.8704987023428985,1,0.02941746036945534,0.024313989967677727
00360,2.912900009245179,4.643372512320665,1,0.017897959090309418,0.03350080435586977
00361,1.8398687202956618,7.295303239719111,1,0.028615961079720968,0.021133890049865083
00362,3.161345479404868,2.12511356979796,1,0.012237095479702363,0.032905898665336906
00363,2.755906282258831,9.804797668180603,1,0.0037436433661901364,0.021353247156320216
00364,0.5694104159649066,1.8035283095800172,1,0.0398812389286983,0.025975489207501663
00365,0.4318836818813842,5.241776249156586,1,0.011260694549345043,0.01568345974099484
00366,2.0411085969746554,9.456600788908064,1,0.010184483796775553,0.010540767189770843
00368,3.0698738648804693,3.8481897483023237,1,0.03085976465339239,0.014511348584392809
00369,0.7446306112642498,9.394215615934332,1,0.0359597131945306,0.022511940654333172
00370,2.516192662440089,7.854221559691226,1,0.018357752427731428,0.024682658200427737
00371,0.5669004153454364,3.4369167794314732,1,0.0032939433430350966,0.023118400421242837
00372,3.1147354899122663,0.19646963929345077,1,0.011104743612886468,0.022685841210490925
00373,2.129201645335317,4.087715693928928,1,0.012966827713106675,0.0027034242371603854
